,state,vote,V201103,V201105,V201114,V201115,V201116,V201117,V201118,V201119,V201120,V201121,V201122,V201123,V201200,V201202,V201203,V201208,V201209,V201210,V201211,V201212,V201213,V201214,V201215,V201217,V201218,V201221,V201233,V201234,V201235,V201236,V201237,V201246,V201249,V201252,V201255,V201258,V201262,V201303,V201306,V201309,V201312,V201315,V201321,V201324,V201325,V201328,V201334,V201346,V201353,V201354,V201366,V201369,news,V201379,V201390,state covid,V201394,V201397,V201401,V201403,V201409,V201417,V201427,blm,V201430,V201433,V201435,V201502,V201503,V201507x,education,race,V201553,V201567,V201575,V201592,V201593,V201600,V201602,V201603,V201617x,V201620,V201626,V201627,V201628,V201639,V201640,V201651,recode education
65,48,Joe Biden,1,1,2,1,5,4,4,1,5,1,4,4,5,1,4,1,1,1,1,5,5,5,5,1,2,1,4,1,2,2,3,7,7,1,1,5,3,1,3,1,3,1,1,3,3,1,1,1,3,1,4,5,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,2,4,2,1,2,2,11,2,1,70,HS,white,2,0,17,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,Less than bachelor's
66,40,Donald Trump,1,2,1,3,4,4,4,3,3,3,4,3,5,2,6,4,3,2,4,4,5,4,5,2,1,-1,4,1,1,4,2,2,5,5,6,3,5,1,1,1,3,1,1,2,1,2,3,1,2,3,3,5,A little,1,3,Not quite strict enough,1,3,1,1,1,3,2,5,2,1,1,1,3,72,bachelor's,white,1,0,40,2,1,1,1,3,18,1,4,5,4,3,5,1,Bachelor's or more
67,4,Donald Trump,2,2,1,2,4,5,5,1,4,3,5,4,7,1,7,5,5,5,5,1,1,1,1,2,2,-1,2,1,1,3,2,2,6,7,6,6,7,1,1,1,2,1,2,2,2,1,2,3,2,2,4,5,None,1,3,About right,3,3,3,2,1,2,1,7,1,1,1,2,2,78,some college,white,1,0,41,2,1,2,1,1,10,1,4,3,2,4,2,1,Less than bachelor's
68,10,Joe Biden,1,1,2,2,3,3,3,1,4,2,5,3,2,2,2,2,1,2,2,5,5,5,5,1,1,-1,4,1,2,3,4,5,99,4,3,3,1,1,2,3,3,3,1,3,3,1,3,1,3,1,4,4,A lot,2,2,About right,3,1,1,1,1,3,3,4,3,1,11,3,3,43,bachelor's,white,1,3,10,2,3,2,1,1,10,1,2,1,0,2,4,2,Bachelor's or more
69,11,Joe Biden,-1,-1,2,2,3,5,5,1,4,2,4,4,99,5,7,2,2,1,3,5,5,5,5,1,2,-1,4,1,1,2,4,5,3,3,3,3,2,1,3,3,3,3,3,5,3,2,1,1,2,1,5,4,A moderate amount,1,2,Not quite strict enough,1,3,1,1,1,3,2,1,2,1,12,2,2,45,some college,Black,1,2,11,2,1,2,2,1,3,1,3,2,0,3,3,2,Less than bachelor's
70,18,Joe Biden,1,1,2,1,4,4,4,1,5,1,5,5,3,3,5,2,2,3,2,5,5,5,5,1,2,1,3,1,1,3,3,5,4,3,3,1,2,1,2,2,1,1,1,1,3,2,1,1,3,3,3,4,A moderate amount,2,2,About right,3,1,1,1,2,4,4,1,2,3,1,4,5,44,bachelor's,white,1,1,12,2,3,2,1,3,21,1,2,3,0,4,5,3,Bachelor's or more
71,32,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,4,4,7,1,1,2,2,5,5,5,5,2,1,-1,4,1,1,3,4,1,99,1,2,4,1,1,1,1,3,3,1,4,3,3,3,1,3,3,4,3,None,2,1,Not quite strict enough,1,1,1,1,2,3,1,1,1,2,11,3,4,50,assoc.,Hispanic,1,0,6,2,5,2,1,1,6,1,3,2,0,2,2,3,Less than bachelor's
72,12,Joe Biden,1,-1,2,1,4,4,4,1,4,1,4,4,4,4,2,2,2,2,2,5,5,5,5,1,1,2,3,1,1,2,3,6,5,2,2,2,2,1,1,1,3,1,3,3,3,2,3,2,3,1,2,4,A little,1,2,Not quite strict enough,1,1,1,1,1,1,1,2,3,5,12,3,3,-9,master's,white,1,2,12,2,2,2,1,1,-9,1,2,2,0,2,3,2,Bachelor's or more
73,54,Joe Biden,5,1,2,1,5,5,5,1,5,1,5,5,3,3,5,3,2,3,3,5,5,5,5,1,1,1,4,1,1,3,3,5,4,1,2,2,2,1,3,2,1,3,1,4,3,2,1,1,2,3,3,5,A moderate amount,1,2,About right,1,1,1,1,2,4,2,1,2,5,2,3,2,33,bachelor's,white,1,0,54,2,1,2,1,1,15,1,1,2,5,4,4,1,Bachelor's or more
74,25,Donald Trump,2,2,1,3,4,3,4,3,3,5,4,4,99,1,6,5,5,5,5,1,1,1,1,2,2,-1,2,2,2,4,4,99,6,99,7,7,3,3,1,3,2,1,3,1,1,1,3,3,1,2,2,5,A little,2,3,About right,3,1,1,1,1,1,1,7,1,2,2,3,2,55,HS,white,1,0,44,2,1,2,1,1,14,1,4,2,2,3,5,2,Less than bachelor's
75,39,Donald Trump,2,-1,1,3,2,2,2,3,2,2,2,3,5,1,6,5,4,4,5,3,3,4,3,2,1,-1,4,1,1,2,2,2,4,5,7,3,4,3,1,3,2,1,3,3,3,1,3,2,2,3,2,3,None,1,1,About right,3,1,3,1,1,3,1,5,1,4,11,3,3,28,bachelor's,white,1,0,42,2,1,2,2,3,20,1,3,4,1,2,2,2,Bachelor's or more
76,51,Donald Trump,2,2,1,5,1,1,1,4,1,4,2,1,5,1,5,5,5,4,4,2,2,2,3,2,1,-1,3,1,1,2,2,1,3,5,6,7,5,3,1,3,2,1,3,2,2,2,1,2,3,3,2,2,A little,1,3,Not quite strict enough,1,1,3,1,2,3,1,2,1,2,1,2,2,34,master's,white,1,0,28,2,2,2,1,1,22,1,3,5,0,4,4,3,Bachelor's or more
77,36,Donald Trump,2,-1,2,3,5,5,4,1,5,1,5,5,2,2,6,5,5,4,5,1,2,1,3,2,1,2,3,1,2,2,2,5,99,6,5,99,2,1,1,1,2,3,1,4,1,3,1,3,2,2,3,5,None,2,3,Far too strict,1,1,1,1,1,1,2,6,1,4,12,3,3,24,bachelor's,white,1,0,4,2,1,2,1,1,20,1,2,2,1,3,4,4,Bachelor's or more
78,40,Donald Trump,2,2,2,5,3,5,5,1,3,2,4,3,7,1,7,5,5,5,5,1,1,1,1,2,2,-1,1,2,1,3,2,5,5,5,4,99,6,1,1,1,1,3,3,2,1,1,3,3,1,2,1,3,None,2,3,Somewhat too strict,3,1,3,1,1,3,1,7,1,1,1,4,2,26,assoc.,white,1,4,40,2,4,2,1,1,2,1,4,1,1,3,5,3,Less than bachelor's
79,39,Joe Biden,1,1,2,2,3,3,3,1,4,2,3,3,3,4,7,2,2,2,2,5,5,5,5,1,1,-1,3,1,2,4,2,6,5,1,3,3,2,3,2,3,3,3,1,4,3,2,2,1,2,3,5,4,A lot,1,2,Somewhat too strict,3,1,1,3,2,3,2,3,2,4,12,3,3,75,HS,white,1,0,39,2,1,1,1,3,7,1,2,2,0,4,5,4,Less than bachelor's
80,15,Donald Trump,2,1,2,1,4,4,4,1,5,1,4,5,5,2,6,5,4,5,5,3,3,4,3,1,2,1,4,1,1,3,3,4,5,3,5,7,5,2,1,1,2,1,3,5,3,1,2,1,2,2,2,4,None,1,2,Not nearly strict enough,3,1,1,2,1,2,1,7,1,5,9,3,4,61,bachelor's,Native,1,0,26,2,5,1,1,1,13,1,4,4,3,1,2,3,Bachelor's or more
81,48,Donald Trump,2,2,1,3,4,5,5,3,5,3,5,5,6,2,5,5,4,4,5,1,1,1,2,2,1,-1,2,1,1,3,2,99,7,6,6,7,5,3,1,1,3,1,1,2,3,3,1,3,2,2,4,4,A moderate amount,2,2,About right,3,3,1,1,1,3,1,7,1,1,1,2,3,80,master's,white,1,0,20,2,1,2,1,1,22,1,2,2,2,3,4,2,Bachelor's or more
82,25,Joe Biden,1,1,2,2,5,5,5,2,5,1,5,5,3,3,7,2,1,3,2,5,5,5,5,1,1,-1,3,1,2,4,3,5,3,1,3,3,3,1,3,3,3,1,1,3,3,1,3,1,3,1,5,5,A lot,1,2,About right,3,1,1,1,2,2,1,4,2,5,10,2,3,58,some college,white,1,1,25,2,1,1,1,1,18,1,4,2,0,3,3,3,Less than bachelor's
83,13,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,4,4,7,1,1,1,1,5,5,5,5,1,1,1,5,1,1,3,2,4,4,2,2,1,1,1,2,1,3,2,1,5,3,2,2,1,5,1,3,5,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,2,4,2,1,2,3,2,4,3,50,bachelor's,Hispanic,1,0,36,1,5,2,1,1,12,1,2,3,4,2,2,3,Bachelor's or more
84,45,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,3,4,7,2,1,1,1,5,5,5,5,1,2,-1,2,1,1,3,2,4,4,2,4,2,2,1,2,3,3,1,1,3,2,1,2,1,4,3,5,5,A lot,1,2,Not quite strict enough,1,1,1,3,2,4,2,1,2,5,1,3,3,76,bachelor's,white,3,0,59,2,2,2,1,1,6,1,1,2,0,3,5,2,Bachelor's or more
85,53,Joe Biden,1,1,2,3,3,4,3,2,3,2,4,3,4,2,4,3,3,3,2,5,4,5,5,1,2,1,4,1,2,2,2,99,6,7,99,3,3,3,2,3,3,1,3,3,3,2,2,1,1,1,3,3,A lot,1,1,Not quite strict enough,3,3,1,3,2,3,1,3,1,1,1,3,2,80,some college,white,1,0,53,2,1,2,1,3,9,1,4,2,0,3,3,1,Less than bachelor's
86,6,Joe Biden,1,-1,2,1,5,5,5,1,5,1,5,5,2,3,7,2,2,2,3,5,5,5,5,1,1,3,4,1,1,3,2,7,2,99,2,1,99,1,2,1,1,3,1,5,3,2,3,1,3,3,2,5,A moderate amount,1,2,About right,3,1,1,1,2,4,3,1,3,5,12,3,3,45,master's,white,1,0,6,2,1,2,1,1,17,1,2,1,0,5,5,3,Bachelor's or more
87,16,Donald Trump,2,2,-9,4,3,3,3,1,4,3,4,4,6,1,6,5,5,5,5,2,2,2,3,2,2,-1,3,1,1,2,3,4,99,99,6,7,99,1,1,1,2,1,3,3,3,3,3,2,2,2,3,3,None,2,1,Somewhat too strict,1,1,3,1,1,3,3,Haven't thought much about this,1,1,4,2,3,37,assoc.,white,1,3,16,2,1,2,1,3,7,1,4,3,-9,3,3,2,Less than bachelor's
88,18,Donald Trump,2,2,1,4,3,3,4,2,3,4,4,3,6,1,6,5,5,5,5,1,1,2,3,2,1,1,3,1,1,2,4,3,7,7,7,5,7,1,1,1,3,1,2,1,1,2,2,3,2,2,5,5,None,1,3,Somewhat too strict,3,3,2,3,1,1,1,7,1,1,11,2,2,36,bachelor's,white,1,3,18,2,1,1,1,1,17,1,2,3,2,5,2,1,Bachelor's or more
89,42,Joe Biden,1,1,2,1,4,4,4,1,3,1,4,3,2,4,6,1,1,1,1,5,5,5,5,1,1,-1,3,1,2,3,2,6,99,2,4,3,1,1,3,1,3,1,1,4,3,2,2,1,2,1,5,4,A lot,1,2,About right,3,1,1,1,2,3,1,1,2,1,2,3,3,80,less than HS,white,3,0,42,2,2,2,1,1,3,1,2,2,0,3,4,2,Less than bachelor's
90,24,Donald Trump,2,2,1,5,1,1,1,5,1,5,2,1,7,1,7,5,5,5,3,1,1,2,2,2,1,-1,4,1,1,3,4,3,6,5,7,6,6,2,1,1,2,3,2,1,1,1,3,3,3,2,4,5,A little,2,3,About right,3,1,3,2,1,1,1,7,1,1,1,2,3,66,HS,white,1,0,24,2,3,2,1,1,4,1,3,3,1,2,2,2,Less than bachelor's
91,25,Donald Trump,2,2,1,4,1,1,1,5,1,5,5,1,5,2,5,5,4,4,5,2,2,2,2,2,1,1,2,2,3,5,3,4,5,4,6,4,99,1,1,1,3,1,3,2,2,2,2,2,1,2,1,4,A little,1,3,About right,1,1,3,3,1,3,1,7,1,1,2,3,3,80,HS,white,1,0,25,2,1,2,1,1,10,2,3,1,0,3,2,1,Less than bachelor's
92,42,Joe Biden,1,1,2,1,3,4,4,1,4,1,3,4,4,5,7,2,2,3,2,5,5,5,5,1,1,-1,4,1,2,2,4,4,1,4,99,99,2,1,2,3,3,3,1,3,2,1,3,1,2,3,4,3,A lot,1,2,About right,3,1,1,3,1,3,2,3,3,3,1,4,3,60,some college,white,1,0,42,1,2,2,2,3,17,1,2,2,2,3,3,3,Less than bachelor's
93,6,Donald Trump,2,2,2,2,4,4,4,1,3,1,3,3,6,6,6,5,5,5,4,2,3,2,2,2,1,1,3,1,1,3,4,3,4,7,4,4,7,3,1,1,2,1,2,4,1,1,2,3,3,2,3,3,A little,1,1,Not quite strict enough,2,1,2,3,1,3,2,7,1,5,12,3,3,80,prof.,Asian,3,0,59,2,1,1,5,1,22,1,3,1,0,3,3,3,Bachelor's or more
94,17,Donald Trump,2,5,1,3,3,4,4,2,4,3,4,4,4,2,6,4,4,3,5,2,3,2,4,2,1,1,4,1,1,3,2,4,6,4,6,5,4,3,1,1,2,1,1,1,1,2,3,3,3,2,3,4,None,1,2,About right,3,3,3,3,-9,3,1,7,1,3,2,3,3,71,HS,white,1,0,17,2,1,1,1,1,14,1,3,1,0,3,2,1,Less than bachelor's
95,39,Donald Trump,2,2,1,3,4,4,4,1,4,2,4,4,6,1,7,5,5,5,5,1,2,1,2,2,1,-1,3,1,1,3,2,3,5,6,5,4,3,1,1,1,1,1,1,2,3,1,3,3,3,2,3,4,None,1,3,Somewhat too strict,2,1,1,3,1,1,1,5,1,3,1,3,2,72,some college,white,1,0,39,2,3,1,1,1,6,1,2,2,-9,1,1,3,Less than bachelor's
96,25,Donald Trump,2,1,1,4,2,3,3,3,2,4,3,3,4,3,7,4,4,5,3,3,3,2,2,2,2,-1,4,1,2,5,3,99,3,7,7,4,99,1,1,3,3,3,3,2,3,1,1,2,1,1,4,3,A lot,2,3,About right,3,1,3,1,2,2,1,7,1,3,2,3,3,36,master's,Hispanic,3,2,25,2,3,2,2,1,17,1,2,2,0,4,4,2,Bachelor's or more
97,37,Joe Biden,1,1,2,1,5,5,4,1,5,1,5,5,4,3,6,1,1,2,1,5,5,5,5,1,2,-1,4,1,1,4,2,4,5,3,1,1,1,3,3,3,3,1,1,4,2,1,1,1,4,1,5,4,A great deal,1,2,About right,3,1,1,1,2,3,1,1,2,1,12,4,2,61,assoc. academ.,Black,1,1,34,2,2,2,2,1,16,1,1,3,0,1,5,5,Less than bachelor's
98,36,Donald Trump,2,2,1,5,1,3,3,5,3,5,3,3,6,1,6,5,5,5,5,1,1,1,1,2,2,-1,3,1,1,3,3,4,7,7,7,7,5,3,1,1,2,3,3,1,2,1,3,3,1,2,1,3,None,2,3,Far too strict,3,2,2,1,1,2,1,7,1,1,2,1,1,58,master's,Native,1,0,36,2,1,1,1,1,1,1,3,2,2,3,5,1,Bachelor's or more
99,42,Joe Biden,1,1,2,2,1,4,4,1,3,1,4,3,99,2,1,3,3,3,3,4,5,5,5,1,1,3,5,1,2,3,4,6,5,5,4,1,5,1,3,2,1,3,1,3,3,1,2,2,2,3,2,3,None,1,2,Not quite strict enough,3,1,1,1,2,4,2,1,1,5,12,3,2,30,some college,Black,1,0,42,2,2,1,1,1,17,1,2,2,0,3,4,3,Less than bachelor's
100,12,Donald Trump,2,2,1,4,1,1,1,4,1,5,1,1,6,2,6,5,5,4,5,1,1,2,2,2,2,-1,3,1,1,4,2,2,7,6,7,3,6,3,1,3,3,1,3,2,2,1,3,3,2,2,3,4,None,1,3,Somewhat too strict,3,1,3,3,2,2,2,6,1,2,-9,2,2,-9,master's,refused,1,-9,-9,2,1,1,1,1,-9,1,3,2,-9,3,3,1,Bachelor's or more
101,26,Donald Trump,2,-1,1,4,4,4,4,1,2,1,4,4,99,2,6,5,5,4,5,3,2,3,3,1,1,-1,3,1,1,4,3,99,6,2,99,99,4,3,1,1,2,1,1,2,3,2,2,2,2,3,2,4,A little,2,2,Not quite strict enough,1,3,3,1,2,1,1,7,1,3,2,3,3,60,some college,white,3,0,26,2,3,1,1,1,5,1,4,2,3,3,3,2,Less than bachelor's
102,-1,Donald Trump,-1,-1,2,3,5,4,4,2,5,3,4,4,5,5,3,3,3,4,4,4,4,3,3,2,2,1,5,2,1,1,5,7,3,99,1,1,1,3,2,3,1,1,1,3,2,3,1,3,4,2,4,4,A lot,1,1,About right,1,1,1,1,1,2,2,1,1,2,11,3,3,52,HS,Black,1,0,51,2,4,2,3,3,4,1,2,1,0,4,2,3,Less than bachelor's
103,47,Joe Biden,1,-1,2,1,3,3,3,1,5,3,4,4,4,5,7,3,3,3,3,3,5,4,5,1,1,2,2,1,1,2,3,7,5,1,5,4,1,1,3,3,2,1,1,4,3,3,1,2,2,3,1,5,None,2,2,Far too strict,1,1,3,1,1,3,1,5,1,4,12,4,3,40,HS,white,1,2,47,2,5,2,1,1,8,1,4,3,0,2,4,2,Less than bachelor's
104,41,Joe Biden,1,-1,2,1,5,5,5,1,5,1,5,5,2,-9,-9,2,2,2,3,5,5,5,5,1,1,1,-9,1,1,2,4,99,-9,-9,6,-9,1,1,2,2,1,3,1,4,3,1,3,1,5,3,5,4,A moderate amount,2,2,About right,1,1,1,1,2,4,4,1,2,5,2,1,3,23,bachelor's,white,1,0,41,2,-9,2,1,-9,-9,1,-9,-9,-9,4,4,4,Bachelor's or more
105,55,Donald Trump,2,2,1,5,3,3,1,5,2,5,2,2,6,2,6,5,5,5,5,2,2,2,2,2,2,-1,4,1,1,2,3,2,6,6,6,6,6,3,1,1,3,1,3,2,2,1,2,2,2,2,4,4,None,1,3,About right,3,3,3,1,1,2,1,7,1,2,1,3,2,54,HS,white,1,0,55,2,1,1,1,1,19,1,1,2,10,3,3,2,Less than bachelor's
106,4,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,3,4,6,1,1,2,1,5,5,5,5,1,1,1,4,1,1,2,2,5,3,5,3,1,1,1,2,1,3,1,1,5,3,1,3,1,3,1,5,5,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,2,3,2,1,2,4,11,3,3,70,master's,white,1,0,4,2,1,2,1,1,16,1,2,3,3,2,4,4,Bachelor's or more
107,6,Joe Biden,-1,-1,2,1,5,5,5,1,5,1,5,5,99,1,7,5,3,3,4,3,3,3,3,1,1,-1,1,1,3,4,3,3,4,2,6,7,1,1,2,1,1,1,1,4,3,3,1,1,5,1,2,4,None,2,3,Not quite strict enough,-9,2,1,1,2,4,2,3,3,5,9,5,5,23,some college,Hispanic,3,1,6,2,3,2,1,1,5,1,1,1,0,1,5,5,Less than bachelor's
108,42,Joe Biden,1,1,2,3,3,3,3,2,3,2,4,4,2,3,7,2,3,2,3,5,5,5,5,1,1,1,3,2,2,3,2,5,2,2,2,2,2,3,3,1,3,3,1,4,1,2,1,1,4,1,5,5,A lot,1,2,About right,3,1,1,1,2,3,2,1,2,4,12,3,3,66,prof.,Black,3,0,42,2,3,1,1,1,21,1,2,2,0,3,3,2,Bachelor's or more
109,29,Donald Trump,2,2,1,4,3,1,4,3,3,3,4,3,6,1,7,4,5,4,5,3,3,2,3,2,1,-1,4,1,1,4,2,3,4,5,4,3,2,3,1,1,3,1,3,3,3,1,2,1,2,2,4,5,A little,1,2,About right,2,1,1,1,1,3,2,4,1,2,2,3,2,60,some college,white,3,0,29,2,2,1,1,1,19,1,2,2,1,2,4,2,Less than bachelor's
110,13,Donald Trump,2,2,1,2,3,5,5,2,5,1,5,3,6,2,6,5,5,4,4,1,2,1,2,2,2,-1,3,1,1,4,3,1,6,7,7,99,7,3,1,1,2,3,2,1,1,1,3,3,2,2,3,4,A little,1,3,About right,3,1,3,2,1,2,1,7,1,2,2,3,3,50,bachelor's,white,1,2,13,2,1,2,1,1,17,2,4,3,3,1,2,2,Bachelor's or more
111,24,Donald Trump,2,2,2,3,3,5,5,3,4,3,5,3,6,1,6,5,5,5,5,1,2,2,2,2,1,1,3,1,1,4,3,2,6,7,7,5,5,3,1,3,3,1,2,2,2,2,3,3,2,2,-9,5,None,2,3,Somewhat too strict,2,3,3,3,1,2,1,6,1,2,2,1,2,62,bachelor's,white,1,0,24,2,2,1,1,1,20,1,4,4,25,2,3,1,Bachelor's or more
112,41,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,2,5,7,2,2,3,3,5,5,5,5,1,1,2,4,1,1,3,3,6,2,2,4,2,1,1,2,2,3,1,1,4,3,3,1,1,3,3,4,4,A moderate amount,1,2,Not quite strict enough,2,1,1,1,2,3,2,3,2,5,9,2,2,37,prof.,white,1,0,49,2,2,2,1,1,17,1,3,3,4,2,5,3,Bachelor's or more
113,33,Donald Trump,2,5,2,3,3,5,5,1,3,3,5,3,6,1,6,5,5,5,5,1,1,1,3,2,2,1,4,1,1,2,2,3,6,7,7,7,7,-9,1,1,2,1,2,2,1,-9,-9,3,1,2,-9,5,None,2,-9,Far too strict,-9,2,2,1,-9,3,1,7,1,1,12,2,-9,73,HS,white,1,0,33,2,1,2,1,1,-9,1,3,2,-9,3,3,2,Less than bachelor's
114,39,Joe Biden,1,1,2,2,3,4,3,3,1,1,5,4,5,2,7,4,3,1,2,5,5,5,5,1,1,-1,3,1,1,3,2,6,4,5,6,2,2,1,2,3,3,1,1,3,3,3,1,1,1,3,5,4,A moderate amount,1,2,About right,3,1,1,3,2,3,1,2,1,1,1,2,3,52,bachelor's,white,1,1,21,2,1,1,1,1,20,1,2,1,1,3,2,2,Bachelor's or more
115,17,Donald Trump,2,5,1,4,4,3,3,4,4,4,4,4,7,1,6,5,5,5,5,1,1,1,1,2,1,1,4,1,1,3,2,5,6,4,7,5,5,1,1,1,3,1,3,3,3,1,3,3,1,2,4,5,A little,1,3,Somewhat too strict,2,2,3,1,1,3,1,7,1,1,1,3,3,76,master's,white,1,0,17,2,1,2,1,1,3,1,4,2,2,1,2,1,Bachelor's or more
116,4,Joe Biden,2,-1,2,1,5,3,3,1,5,1,3,4,5,4,-9,4,4,3,3,5,5,5,5,2,-9,2,4,1,1,2,4,3,2,2,4,1,1,3,2,3,2,1,1,4,3,3,1,1,3,3,5,5,A moderate amount,1,2,Not nearly strict enough,1,1,3,3,2,3,1,4,3,2,11,5,3,73,some college,white,1,0,6,2,3,1,1,3,2,1,4,2,3,3,3,2,Less than bachelor's
117,36,Joe Biden,1,1,2,1,2,3,2,2,3,3,2,2,3,4,6,2,3,2,5,3,5,4,5,1,1,3,3,1,1,2,3,4,4,5,4,5,5,1,2,3,3,3,3,4,3,3,2,1,2,3,4,3,A little,1,3,About right,3,1,3,3,2,3,2,3,3,5,12,3,3,42,bachelor's,white,1,4,36,2,2,2,1,3,21,1,3,2,2,3,4,2,Bachelor's or more
118,22,Donald Trump,2,2,1,3,3,3,2,3,4,3,3,4,4,2,6,5,5,5,5,3,3,2,4,2,1,2,3,1,1,3,3,7,4,1,1,4,4,3,3,1,3,1,3,3,3,2,2,2,1,3,1,3,A moderate amount,2,3,About right,3,3,1,1,2,3,2,4,1,1,2,3,3,67,HS,white,1,1,22,2,4,1,1,3,4,1,1,3,1,3,3,2,Less than bachelor's
119,27,Joe Biden,1,1,1,1,3,2,3,2,4,2,3,4,4,2,7,1,1,2,2,3,5,4,5,1,1,-1,3,1,1,4,3,4,4,99,5,4,3,3,3,1,2,1,1,3,2,2,1,2,2,3,4,4,A lot,2,2,About right,3,1,1,1,1,3,2,4,2,4,12,2,2,64,assoc.,white,1,0,27,2,3,1,1,1,15,2,2,2,0,2,4,3,Less than bachelor's
120,17,Donald Trump,2,1,2,4,4,5,5,1,3,1,4,5,99,4,1,5,5,4,5,3,1,1,3,2,2,-1,5,1,1,2,3,7,1,1,1,7,7,2,1,1,2,2,1,5,1,1,1,3,5,2,5,5,None,2,2,Far too strict,2,1,1,1,2,1,1,7,1,4,2,4,4,55,assoc.,white,1,0,17,2,4,2,1,1,15,1,4,3,2,3,3,4,Less than bachelor's
121,37,Joe Biden,1,1,2,2,5,5,5,1,5,2,5,5,2,3,7,3,4,2,3,5,5,5,5,1,1,2,4,1,1,3,3,6,3,99,1,2,1,1,2,2,3,3,1,5,3,3,1,1,5,3,4,4,A little,1,2,Not quite strict enough,1,1,1,1,2,4,3,1,2,3,12,1,1,29,master's,Black,1,0,34,2,3,2,1,3,11,1,2,1,0,5,5,2,Bachelor's or more
122,34,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,6,2,4,1,1,1,1,5,5,5,5,1,2,2,1,1,1,2,3,7,4,1,1,1,2,1,3,1,3,3,1,4,3,1,3,1,2,2,3,3,A moderate amount,2,2,About right,3,1,1,1,1,3,1,1,3,1,11,3,2,34,some college,Black,1,1,34,2,1,2,3,1,8,1,3,2,0,2,5,1,Less than bachelor's
123,33,Joe Biden,-1,-1,2,1,5,5,5,1,5,1,5,4,4,3,7,2,3,3,3,5,5,5,5,1,2,-1,4,1,2,2,2,3,4,7,6,6,2,1,3,3,3,1,1,5,3,1,3,1,3,1,4,5,A moderate amount,2,2,About right,3,1,1,1,2,-9,2,3,2,5,12,2,2,45,master's,white,1,2,53,2,1,2,1,1,20,1,3,3,0,3,3,2,Bachelor's or more
124,25,Joe Biden,1,1,2,2,5,5,4,2,5,1,5,5,1,3,6,2,2,2,2,5,5,5,5,1,1,-1,3,1,2,3,2,6,1,1,3,1,1,1,2,2,1,1,1,4,3,1,3,1,3,3,5,5,A great deal,1,2,About right,3,1,1,1,2,4,4,1,2,4,3,1,1,40,prof.,Native,2,2,25,2,1,1,2,3,22,1,1,1,0,5,5,3,Bachelor's or more
125,-1,Donald Trump,-1,-1,2,2,4,4,4,2,4,1,4,3,4,1,6,4,4,5,5,2,3,4,3,1,2,-1,4,1,2,2,2,99,6,3,4,99,6,1,1,3,1,3,1,4,2,1,1,1,2,3,3,3,A little,1,2,About right,3,1,1,3,1,2,1,4,1,1,1,3,2,28,some college,white,1,0,46,1,4,1,2,1,3,2,2,4,0,2,1,3,Less than bachelor's
126,-1,Joe Biden,-1,-1,2,1,4,4,4,1,4,1,4,4,4,4,7,3,2,3,3,5,5,5,5,1,1,-1,3,1,1,3,3,4,4,2,4,4,3,1,3,1,3,1,1,4,3,2,2,1,3,1,5,4,A moderate amount,1,2,Not quite strict enough,3,1,1,1,2,3,1,2,3,4,2,3,2,49,some college,Hispanic,1,1,36,2,3,1,1,1,20,1,3,3,0,3,3,3,Less than bachelor's
127,26,Joe Biden,1,1,2,1,4,4,4,1,4,1,4,4,2,3,7,2,2,1,3,5,5,5,5,1,2,1,4,1,2,4,2,4,4,4,3,4,2,1,1,3,3,1,1,4,3,2,2,1,3,3,5,5,A moderate amount,2,2,About right,1,1,1,1,2,2,1,4,2,4,11,2,2,37,master's,white,1,2,26,2,3,1,3,1,18,2,2,2,2,4,4,2,Bachelor's or more
128,5,Donald Trump,2,2,1,4,2,3,3,3,3,3,3,3,6,2,6,4,4,3,3,1,1,1,1,2,2,-1,2,2,2,4,2,2,6,7,5,6,7,3,1,1,2,1,2,1,2,1,2,3,2,2,4,4,A little,1,3,Not quite strict enough,3,1,3,1,2,1,1,6,1,1,1,3,3,80,some college,white,3,0,59,2,1,2,1,1,19,1,3,1,0,2,2,1,Less than bachelor's
129,51,Joe Biden,1,-1,2,1,1,1,1,1,2,1,1,1,3,2,6,4,3,3,5,5,5,5,5,1,2,-1,4,1,2,2,2,5,3,2,3,2,99,1,2,1,1,3,1,4,3,2,3,1,3,3,3,4,A little,1,2,About right,1,1,1,1,2,3,3,1,3,3,2,2,2,55,HS,Asian,3,1,51,2,2,2,1,1,13,1,2,1,0,4,4,3,Less than bachelor's
130,37,Donald Trump,2,1,1,3,2,4,5,3,2,3,4,2,3,4,4,4,5,4,4,2,3,3,3,2,1,-1,3,2,2,3,4,7,7,2,2,7,1,3,1,1,3,1,3,3,3,2,2,3,2,2,2,3,A moderate amount,2,3,About right,3,3,1,1,2,3,1,7,1,2,1,3,3,80,less than HS,white,1,0,45,2,3,2,1,3,5,1,1,3,1,2,4,4,Less than bachelor's
